Source,Target,Weight
Pasir Ris Wafer Fab Park,Lim Chu Kang,1
Ghim Moh,Gali Batu,2
Lim Chu Kang,Choa Chu Kang North,18
Bukit Batok Central,Waterway East,4
Yew Tee,Tiong Bahru,8
Liu Fang,Bukit Merah,3
Joo Seng,The Wharves,2
Senja,Chong Boon,4
Victoria,Kranji,10
Defu Industrial Park,Townsville,7
Plab,Mount Emily,1
Anak Bukit,Kian Teck,35
Pasir Ris Drive,Alexandra North,1
Serangoon North Ind Estate,Bedok Reservoir,4
Gali Batu,Farrer Court,4
Henderson Hill,Kampong Bugis,3
Yio Chu Kang North,Yio Chu Kang West,6
Fernvale,Marina South,8
Tuas Promenade,Pei Chun,3
Toa Payoh West,Xilin,14
Cecil,Kampong Tiong Bahru,10
Geylang Bahru,Gali Batu,6
Pasir Panjang 2,Phillip,3
Yuhua East,Mount Emily,1
Pang Sua,Sembawang Springs,5
Shipyard,Bedok North,6
Coronation Road,Sembawang Central,7
Tagore,Ulu Pandan,3
Bukit Merah,Compassvale,7
Mandai East,Admiralty,8
Lower Seletar,Senja,2
Safti,Nassim,3
Hillcrest,Siglap,2
Malcolm,Yuhua West,11
Kovan,Sunset Way,4
Sembawang North,International Business Park,4
Kampong Glam,Tanjong Pagar,1
North Coast,Institution Hill,9
Hillcrest,Bedok Reservoir,6
Mount Emily,Mount Emily,2
Lim Chu Kang,Kebun Bahru,1
West Coast,Bras Basah,6
Geylang Bahru,Mackenzie,4
Sembawang Springs,Upper Paya Lebar,1
Seletar Hills,Clementi Central,4
Compassvale,Pulau Punggol Timor,4
Seletar Aerospace Park,Serangoon Central,7
Bugis,Siglap,4
Depot Road,Bedok Reservoir,2
Bedok North,Lakeside,7
Leonie Hill,Jelebu,8
Shangri-La,Sembawang East,1
Geylang East,Paterson,3
Pasir Ris Park,Hong Kah North,2
Anchorvale,Orange Grove,6
Yishun Central,Serangoon North,3
Sembawang Springs,Alexandra Hill,6
Sennett,Lower Seletar,4
Victoria,Kebun Bahru,10
Lorong Halus,Taman Jurong,3
Sennett,Institution Hill,2
Waterway East,Mountbatten,4
Newton Circus,Jurong Port,1
Lim Chu Kang,Chatsworth,4
Dairy Farm,Turf Club,6
Bukit Batok East,Tengah,1
Depot Road,Siglap,3
Senja,Ridout,2
Northshore,Shipyard,1
Yishun South,Turf Club,4
Bras Basah,Yew Tee,3
Defu Industrial Park,Jurong West Central,6
Kent Ridge,Pasir Ris Drive,7
City Terminals,Queensway,1
Institution Hill,Defu Industrial Park,2
Pasir Ris Wafer Fab Park,Bukit Batok South,1
Tuas Promenade,Ang Mo Kio Town Centre,2
Kim Keat,Holland Road,3
Istana Negara,Ang Mo Kio Town Centre,6
Senja,Anchorvale,4
Pasir Ris West,Kim Keat,1
Defu Industrial Park,Port,3
Serangoon North,Marina South,1
Jurong Island and Bukom,Safti,1
Lim Chu Kang,Dunearn,1
Benoi Sector,Sembawang Springs,2
Clementi Central,Woodleigh,1
Teck Whye,Liu Fang,4
Xilin,Northshore,1
Clementi West,Newton Circus,1
Tengeh,Kovan,2
Yishun West,East Coast,1
Yishun South,Loyang East,2
Kampong Glam,Senoko South,1
Pasir Panjang 2,Selegie,1
Pandan,Ang Mo Kio Town Centre,2
Townsville,Changi West,5
Malcolm,Henderson Hill,2
Paya Lebar West,Woodgrove,2
Alexandra North,Gali Batu,1
Bukit Batok West,Turf Club,5
Hougang East,Kampong Glam,3
Shipyard,Mandai Estate,1
Defu Industrial Park,Leedon Park,1
Tanglin,Orange Grove,1
One North,Mandai East,5
Springleaf,Henderson Hill,1
Mandai Estate,Northland,2
Hong Kah North,Yishun Central,2
Northshore,Senoko West,3
East Coast,Pasir Panjang 1,3
Ridout,Upper Paya Lebar,4
Serangoon Central,Safti,1
Jurong Port,Crawford,2
Sembawang Hills,Sembawang Hills,1
Springleaf,Marina East (MP),1
Townsville,Ridout,2
Samulun,Straits View,1
The Wharves,Mei Chin,1
Newton Circus,Tanglin Halt,1
Seletar,Guilin,1
Bras Basah,Samulun,1
Newton Circus,Rivervale,3
Anson,Sungei Road,1
Changi Point,Cecil,1
Clifford Pier,Tai Seng,1
Oxley,Yishun East,2
Telok Blangah Rise,Fernvale,1
Robertson Quay,Gul Circle,1
Lorong Chuan,Flora Drive,1
Tampines North,China Square,1
Leedon Park,Admiralty,1
Paterson,Marymount,1
Flora Drive,Penjuru Crescent,1
Mandai West,Pasir Ris Drive,1
Lavender,Sengkang West,1
Kebun Bahru,Farrer Park,8
Changi Airport,Toh Tuck,40
Boon Lay Place,Kian Teck,164
Sembawang North,Kaki Bukit,29
Penjuru Crescent,Jurong West Central,64
Aljunied,Victoria,135
Mountbatten,Somerset,28
Tai Seng,Geylang East,91
Toa Payoh Central,Yio Chu Kang West,38
Northland,North Coast,221
Jurong West Central,Anak Bukit,135
Pasir Ris Park,Holland Drive,3
Aljunied,Yuhua West,62
Frankel,Somerset,50
Penjuru Crescent,Port,170
Woodlands East,Jurong Gateway,189
Goodwood Park,Jurong West Central,4
Dover,Townsville,4
Commonwealth,Lavender,22
Istana Negara,Yio Chu Kang East,2
Telok Blangah Drive,Leedon Park,13
Geylang Bahru,Bedok South,32
Marine Parade,Phillip,9
Yio Chu Kang North,Woodlands South,5
Marina Centre,Farrer Park,74
Yuhua West,Bangkit,11
Leedon Park,Anak Bukit,23
Telok Blangah Drive,Swiss Club,9
Dhoby Ghaut,Senoko South,35
Sembawang East,Central Subzone,2
Nassim,Boulevard,109
Trafalgar,Pasir Ris Drive,49
Woodgrove,Kampong Java,30
Woodlands East,Yio Chu Kang North,25
Henderson Hill,Boulevard,42
Tuas View,Jurong Island and Bukom,163
Kembangan,North Coast,33
Hillview,Khatib,10
Anson,Bedok North,14
Malcolm,Upper Thomson,23
Yuhua West,Depot Road,7
Somerset,Choa Chu Kang Central,41
Holland Road,Yishun West,22
Macpherson,Chong Boon,32
Woodlands South,Joo Koon,19
Kembangan,Simei,183
Tiong Bahru,Macpherson,19
Bendemeer,Tuas Promenade,13
Mandai East,Anak Bukit,19
Joo Koon,Gul Circle,287
Joo Seng,Bedok Reservoir,35
Kembangan,Orange Grove,7
Jelebu,Toh Tuck,29
Dover,Jurong West Central,57
Teban Gardens,Tengeh,15
China Square,Port,4
Sembawang Hills,Macpherson,5
Tuas Promenade,Boon Teck,2
Bayfront Subzone,Tampines North,6
Bayshore,Raffles Place,28
Kampong Ubi,Katong,74
Kovan,Moulmein,28
Nassim,Woodgrove,108
Kangkar,Raffles Place,30
Redhill,Gombak,6
Gali Batu,Bugis,15
Hougang East,Pasir Ris Wafer Fab Park,8
Yuhua West,Geylang East,30
Kangkar,Paya Lebar North,24
Margaret Drive,Holland Road,23
Potong Pasir,Admiralty,5
Chinatown,Kampong Tiong Bahru,25
Yunnan,Woodlands East,46
National University of S'pore,Toa Payoh Central,36
One North,Woodlands East,84
Lavender,Taman Jurong,42
Telok Blangah Drive,Townsville,10
Geylang Bahru,Holland Road,4
Lorong Ah Soo,Toh Tuck,8
Lorong 8 Toa Payoh,Fernvale,25
Balestier,Yio Chu Kang,80
Lorong Halus,Tuas Bay,2
Faber,Jurong River,6
Woodgrove,Kranji,106
Tengah,Hong Kah,11
West Coast,Cairnhill,1
Singapore Polytechnic,Tai Seng,15
Central Subzone,City Hall,52
Tiong Bahru,Moulmein,29
Balestier,Toa Payoh West,88
Anak Bukit,Yuhua East,45
North Coast,Lorong Halus,27
Aljunied,Boon Lay Place,53
Yishun East,Potong Pasir,26
Central Subzone,Geylang East,80
Braddell,Maritime Square,36
Marina Centre,Newton Circus,14
Pasir Ris Central,Punggol Town Centre,8
Kallang Way,Teban Gardens,13
Xilin,Kampong Ubi,69
Pearl's Hill,Bugis,81
Robertson Quay,Leonie Hill,10
Bedok South,Lavender,107
Bayshore,Aljunied,43
Sunset Way,Matilda,1
Northshore,Changi Airport,9
Everton Park,Telok Blangah Drive,49
Tengeh,Jurong Port,10
Holland Drive,Tai Seng,20
Telok Blangah Rise,Holland Drive,7
Tagore,Yishun West,50
Somerset,Farrer Court,14
Henderson Hill,Woodgrove,10
Pasir Ris Drive,Hougang East,14
Teban Gardens,Little India,3
Anak Bukit,People's Park,3
Oxley,China Square,3
Matilda,Loyang West,21
Yuhua West,City Hall,40
Northland,Mandai East,77
Dairy Farm,Newton Circus,4
Hougang East,Balestier,30
Woodlands Regional Centre,China Square,14
Choa Chu Kang North,Trafalgar,11
Khatib,Toa Payoh Central,72
Senoko South,Ghim Moh,7
Pasir Ris Central,Nee Soon,28
Loyang West,Faber,2
Peng Siang,Jurong Gateway,86
Punggol Field,Sembawang Springs,3
Kallang Way,Bishan East,47
One North,Ang Mo Kio Town Centre,20
Moulmein,Joo Seng,30
Tuas North,Victoria,3
Bedok South,Lorong Ah Soo,20
Tuas North,Yuhua West,47
Kian Teck,Nature Reserve,3
Bukit Batok South,Clementi North,94
Woodgrove,Chatsworth,40
Tyersall,Mountbatten,16
Kaki Bukit,Tanjong Rhu,46
China Square,Jurong West Central,26
Dhoby Ghaut,Tanjong Pagar,46
Balestier,Singapore Polytechnic,33
Margaret Drive,Bedok South,17
Chinatown,Boulevard,65
Rochor Canal,Kaki Bukit,18
Yishun South,Aljunied,64
Clementi North,Kampong Java,19
Clarke Quay,Upper Paya Lebar,8
Trafalgar,Jelebu,11
Clementi Woods,International Business Park,16
Macpherson,Anchorvale,24
City Hall,Yishun South,51
Kovan,Woodlands South,4
Tanglin,Woodlands East,6
Toa Payoh Central,Marine Parade,36
Yio Chu Kang North,Macpherson,3
Aljunied,Henderson Hill,55
Pasir Panjang 2,Serangoon Central,26
Dover,Port,8
Tuas Promenade,Yio Chu Kang East,2
Braddell,Marina Centre,37
Kranji,Pasir Panjang 2,1
Goodwood Park,Leedon Park,5
Geylang East,Sentosa,34
Bendemeer,Hillcrest,14
Hong Kah North,Pioneer Sector,16
Serangoon Garden,Pulau Punggol Timor,8
Bangkit,Telok Blangah Rise,1
Boulevard,Geylang Bahru,27
Yio Chu Kang North,Moulmein,4
Western Water Catchment,Bukit Batok South,55
Pei Chun,Yuhua East,2
Holland Drive,Jurong Island and Bukom,4
Central Subzone,Depot Road,6
Pioneer Sector,Maritime Square,8
Xilin,Bukit Batok East,4
Bukit Batok West,Newton Circus,3
Pasir Panjang 1,Senoko South,5
Bendemeer,Pandan,4
Tiong Bahru Station,Bukit Merah,12
Pasir Ris Drive,Queensway,2
Phillip,One North,10
Pasir Ris Drive,Marymount,8
Kent Ridge,Redhill,19
Northland,Benoi Sector,13
Lower Seletar,Pasir Ris Central,12
Clarke Quay,Alexandra Hill,14
Seletar,Victoria,4
Dhoby Ghaut,Woodlands West,14
Ang Mo Kio Town Centre,Punggol Town Centre,8
Punggol Field,Joo Koon,9
Gali Batu,Chin Bee,8
Clementi Woods,Lorong Chuan,3
Pasir Panjang 1,Tanjong Pagar,7
Kangkar,Bedok North,31
Hougang East,Malcolm,1
Fajar,Senja,45
Toh Guan,Bukit Batok East,27
Holland Drive,Saujana,4
Rochor Canal,Lavender,6
Bayfront Subzone,Pasir Ris West,8
Macpherson,Ridout,7
Waterway East,Seletar,3
China Square,Townsville,14
Tampines East,Bukit Batok South,38
One Tree Hill,Clementi Central,5
Depot Road,Telok Blangah Way,5
Tyersall,Central Subzone,20
Jurong River,Clarke Quay,7
Bugis,Telok Blangah Way,7
Compassvale,Nature Reserve,3
Clementi Central,Sentosa,20
Sembawang Central,Jelebu,15
Robertson Quay,Telok Blangah Rise,4
Commonwealth,One Tree Hill,2
Samulun,Clementi West,4
Maritime Square,Northshore,2
Upper Thomson,Boon Lay Place,10
Joo Koon,Pulau Punggol Timor,2
City Terminals,Marine Parade,28
Raffles Place,Pearl's Hill,15
Chong Boon,Pulau Punggol Timor,7
Farrer Court,Singapore Polytechnic,4
Tai Seng,Bangkit,6
Lorong Ah Soo,Senoko North,13
Selegie,Yunnan,3
Robertson Quay,Dairy Farm,7
Fernvale,Somerset,33
Mackenzie,Hougang Central,11
Airport Road,China Square,2
Jurong Island and Bukom,Braddell,2
Newton Circus,Fort Canning,8
Samulun,Telok Blangah Drive,5
Serangoon Garden,Paya Lebar West,6
Crawford,Pearl's Hill,24
Liu Fang,Kampong Java,20
Nassim,Hougang Central,23
Shangri-La,Tiong Bahru Station,9
Marymount,Kangkar,10
Coronation Road,Sembawang Springs,4
Yishun Central,Tampines East,17
Pearl's Hill,Chin Bee,9
Jurong Gateway,China Square,7
Matilda,Khatib,15
Punggol Town Centre,Lorong Chuan,4
Bayshore,Paya Lebar North,2
Reservoir View,Lower Seletar,5
Ridout,Hong Kah,7
Clementi Central,Waterway East,9
Chong Boon,Paya Lebar West,3
Istana Negara,Boon Teck,1
Marina East,Northland,6
Bukit Batok West,Farrer Park,17
Kampong Java,Sembawang North,16
Hillview,Loyang West,3
Clementi North,Chatsworth,10
Yio Chu Kang West,China Square,3
Kent Ridge,Tuas North,5
Phillip,Keat Hong,5
Seletar,Boon Lay Place,8
Joo Seng,Siglap,10
Pandan,Bencoolen,1
Port,Gul Circle,12
Dairy Farm,Aljunied,21
Seletar Aerospace Park,Paya Lebar East,1
Singapore Polytechnic,Jurong Island and Bukom,14
Chinatown,Woodgrove,16
Anson,Rochor Canal,3
Fernvale,Istana Negara,7
Jelebu,Senoko North,11
Macpherson,Changi West,13
Pasir Panjang 1,Woodlands West,7
Xilin,Sembawang Springs,11
Commonwealth,Lorong Ah Soo,8
City Hall,Telok Blangah Way,11
Toh Guan,Sembawang Springs,6
Hong Kah North,Hougang Central,5
Yishun South,Newton Circus,18
Henderson Hill,Kampong Tiong Bahru,6
Chatsworth,Western Water Catchment,5
Chin Bee,Geylang Bahru,5
Redhill,Fort Canning,9
Pei Chun,People's Park,2
Goodwood Park,Port,3
Nature Reserve,Farrer Park,3
Tanjong Rhu,Dairy Farm,3
Bangkit,Nature Reserve,29
Kampong Tiong Bahru,Bayfront Subzone,10
Balestier,Seletar,4
Frankel,Serangoon North Ind Estate,7
Nee Soon,Reservoir View,6
Midview,Northshore,1
Maxwell,Pearl's Hill,4
Telok Blangah Way,Singapore Polytechnic,7
Singapore Polytechnic,Saujana,11
Tiong Bahru,Dover,9
Cheng San,Kian Teck,13
Woodlands West,Mount Pleasant,9
Potong Pasir,Mei Chin,6
Fajar,Pang Sua,7
Tampines North,Lorong Halus North,3
Boon Teck,Western Water Catchment,7
Samulun,Hillview,6
Hougang West,Mei Chin,6
Sembawang Straits,Tagore,2
Pasir Ris Central,Boon Keng,21
Serangoon Garden,Gul Circle,5
Pasir Ris Park,Commonwealth,2
Tuas View,Tai Seng,6
Pasir Ris Central,Bras Basah,12
Clementi North,Kranji,8
Mount Pleasant,Lorong 8 Toa Payoh,10
Tanglin Halt,Sennett,1
Bras Basah,Shangri-La,5
Sungei Road,Changi Point,2
Chong Boon,Gul Circle,4
Sunset Way,Ulu Pandan,18
Farrer Court,Toa Payoh West,1
Greenwood Park,Marine Parade,2
Istana Negara,Bencoolen,2
Serangoon North Ind Estate,Springleaf,2
Sengkang West,Tukang,1
Wenya,Sennett,1
Everton Park,Shangri-La,8
Flora Drive,Boon Lay Place,2
Lorong 8 Toa Payoh,Frankel,10
Sembawang Springs,Hong Kah,4
Tuas North,Henderson Hill,2
Nassim,Kampong Tiong Bahru,4
Upper Paya Lebar,Anak Bukit,7
Changi Point,Kangkar,4
Tuas Promenade,Bencoolen,1
Tiong Bahru,Woodlands South,2
The Wharves,Anak Bukit,3
Lorong 8 Toa Payoh,Hong Kah North,3
Paterson,Marine Parade,1
One Tree Hill,Serangoon North Ind Estate,3
Woodlands East,Pulau Punggol Barat,1
Pasir Ris Wafer Fab Park,Sembawang North,7
Serangoon North,Somerset,6
Straits View,Toh Guan,1
Liu Fang,Kranji,6
Robertson Quay,Sengkang Town Centre,9
Tuas North,Bendemeer,6
Yunnan,Ang Mo Kio Town Centre,5
Cheng San,Pioneer Sector,1
Sengkang West,Lorong 8 Toa Payoh,4
Pulau Punggol Timor,Yuhua East,1
Townsville,Katong,5
Port,Paya Lebar West,1
Lorong Halus,Marina East,1
Telok Blangah Rise,Commonwealth,2
One North,Pei Chun,9
Lorong 8 Toa Payoh,Bukit Batok South,9
Margaret Drive,Sembawang East,1
Keat Hong,Tampines West,10
Farrer Court,Yio Chu Kang,2
Mandai Estate,Cheng San,2
Reservoir View,Institution Hill,2
Nee Soon,Matilda,10
Yuhua East,Northland,6
City Terminals,Yio Chu Kang West,8
Coronation Road,Joo Koon,1
Pioneer Sector,Marina Centre,3
Selegie,Kampong Ubi,5
Marine Parade,Selegie,1
Goodwood Park,Townsville,5
Serangoon North Ind Estate,Pasir Ris Park,2
Guilin,Tengah,2
Hillcrest,Telok Blangah Way,2
Hougang East,Anson,4
Queensway,Geylang Bahru,1
Central Subzone,Bangkit,16
Changi Bay,The Wharves,1
Alexandra North,Bedok South,2
Bedok South,One Tree Hill,7
Yio Chu Kang West,Selegie,1
Pulau Punggol Timor,People's Park,1
Greenwood Park,Little India,2
Taman Jurong,Alexandra North,2
Yishun West,Liu Fang,5
Marina South,Yio Chu Kang,1
Orange Grove,Seletar Hills,2
Pasir Panjang 2,Bukit Batok Central,3
Hougang West,Admiralty,2
Bukit Batok Central,Robertson Quay,2
Sembawang East,Mountbatten,1
Hillcrest,Springleaf,1
Pandan,Boon Teck,1
Liu Fang,Chatsworth,3
Sembawang Central,Pasir Ris Drive,8
Telok Blangah Way,Toa Payoh West,2
Queensway,Sengkang West,1
Pandan,Yio Chu Kang East,2
Selegie,Swiss Club,2
Lower Seletar,Paterson,1
Lakeside,Chong Boon,2
Sembawang Hills,Wenya,1
West Coast,Lorong Chuan,1
National University of S'pore,Greenwood Park,4
Boon Keng,Tanglin Halt,5
Lorong Halus,Sunset Way,1
Yio Chu Kang North,Dover,2
Penjuru Crescent,Townsville,2
Senoko North,Telok Blangah Way,1
Orange Grove,Cecil,2
Yunnan,Pei Chun,2
Telok Blangah Way,Seletar,1
Gul Basin,Clarke Quay,3
Sennett,City Terminals,2
Safti,Flora Drive,1
Alexandra Hill,Paterson,2
East Coast,Pasir Panjang 2,1
Kampong Glam,Little India,1
Northshore,Gali Batu,1
Dunearn,Crawford,2
Mount Pleasant,Tukang,1
Mount Emily,Northland,1
Telok Blangah Way,Yio Chu Kang,1
Peng Siang,Straits View,3
Lower Seletar,Woodleigh,3
Bukit Batok Central,Istana Negara,1
Mountbatten,Istana Negara,3
Greenwood Park,Yio Chu Kang West,1
Tengeh,Rivervale,3
Kim Keat,Mei Chin,2
Marina South,Seletar,1
Shipyard,Defu Industrial Park,1
Punggol Field,Bukit Batok East,1
Balestier,Bidadari,1
Port,Pulau Punggol Timor,4
Kampong Glam,Sunset Way,1
People's Park,Kembangan,1
Samulun,Shangri-La,1
Clifford Pier,Sembawang Central,2
Marina South,Toa Payoh West,2
Brickworks,City Terminals,2
Nature Reserve,Newton Circus,1
West Coast,Shipyard,2
Teck Whye,Airport Road,1
West Coast,Coronation Road,1
Boulevard,Sengkang West,1
Senja,Katong,1
Monk's Hill,Ghim Moh,1
Sennett,Siglap,1
Jurong Gateway,Bukit Batok Central,173
Ghim Moh,Tiong Bahru Station,28
Flora Drive,Bedok North,53
Tanglin,Farrer Court,11
Phillip,Teck Whye,4
Clementi Central,Robertson Quay,13
Peng Siang,Hillview,12
Marina Centre,Tiong Bahru Station,35
Sengkang Town Centre,Jurong West Central,25
Kent Ridge,Alexandra Hill,120
Everton Park,Chinatown,20
Rivervale,Toa Payoh Central,55
Central Water Catchment,Yunnan,13
Kampong Ubi,Balestier,164
Port,Dairy Farm,6
Woodleigh,Lorong Chuan,90
One North,Bencoolen,25
Kranji,North Coast,156
Tampines East,Holland Drive,47
Changi Airport,Yio Chu Kang North,11
Hougang West,Anak Bukit,38
Pasir Ris Wafer Fab Park,Lower Seletar,3
Kallang Bahru,Pasir Ris Central,38
Jurong Island and Bukom,Jurong River,181
Northland,Woodlands East,342
Yio Chu Kang East,Yunnan,15
Compassvale,City Hall,40
Northland,Ang Mo Kio Town Centre,48
Bedok South,Crawford,38
Teban Gardens,Moulmein,7
Maritime Square,Kampong Ubi,57
Peng Siang,Bukit Ho Swee,12
Bishan East,Hougang West,69
Geylang East,Woodgrove,84
Tampines East,Tyersall,32
Joo Koon,Sengkang Town Centre,20
Somerset,Bugis,81
Peng Siang,Fajar,15
Western Water Catchment,Commonwealth,9
Pasir Ris Drive,Yio Chu Kang West,13
Fernvale,Yishun East,49
Hougang Central,Marymount,23
Nee Soon,Yishun West,74
Boon Teck,Joo Koon,3
Clementi North,Toh Tuck,94
Bedok North,Western Water Catchment,74
Pioneer Sector,Tuas Promenade,46
Changi Airport,Jurong Gateway,27
Sengkang Town Centre,Leedon Park,7
Jelebu,Jurong Gateway,114
Bukit Ho Swee,Toa Payoh Central,32
North Coast,Yishun South,80
Chin Bee,Taman Jurong,121
Swiss Club,Dunearn,11
One North,Choa Chu Kang Central,69
Toa Payoh Central,Macpherson,94
Kranji,Simei,15
Geylang East,Robertson Quay,11
Woodlands West,Tanjong Rhu,7
Yio Chu Kang North,Pasir Ris Drive,3
Joo Koon,Leonie Hill,1
Midview,Kampong Ubi,31
Boat Quay,Telok Blangah Drive,14
Springleaf,Pang Sua,1
Townsville,Midview,7
Kim Keat,Anak Bukit,9
Hong Kah,Xilin,34
Pearl's Hill,Yew Tee,26
Yio Chu Kang West,Bukit Batok Central,11
Chong Boon,Sengkang Town Centre,28
Kian Teck,Geylang East,30
Serangoon Garden,Sengkang Town Centre,63
Margaret Drive,Mei Chin,41
Kampong Ubi,Midview,32
Aljunied,Rochor Canal,120
Anchorvale,Kebun Bahru,16
Tiong Bahru Station,Chatsworth,33
Hong Kah,Lakeside,52
Sungei Road,Boon Keng,3
Yew Tee,Bukit Batok South,43
Simei,Bayfront Subzone,46
Yuhua East,Saujana,19
Sengkang Town Centre,Port,28
Marine Parade,Serangoon Central,38
Bukit Batok East,Bukit Batok West,16
Bedok North,Sembawang Central,24
Waterway East,Benoi Sector,5
Sengkang Town Centre,Townsville,23
Yio Chu Kang East,Kampong Ubi,27
Clementi Woods,Lavender,20
Pang Sua,Bayfront Subzone,4
East Coast,Orange Grove,2
Holland Road,Aljunied,21
Bedok Reservoir,Clarke Quay,7
Singapore General Hospital,Cecil,30
Boat Quay,Bukit Ho Swee,26
Maritime Square,Yunnan,56
Toa Payoh Central,Dover,19
Kampong Java,National University of S'pore,42
Kampong Java,Lower Seletar,15
City Terminals,Dover,7
Teban Gardens,Woodlands South,7
Tampines West,Matilda,113
Boulevard,Taman Jurong,30
Mount Pleasant,Joo Seng,11
Tengah,Dunearn,2
Kian Teck,City Hall,18
Choa Chu Kang Central,North Coast,61
Pasir Ris Drive,Marine Parade,42
Upper Thomson,Bedok North,59
Midview,Yunnan,10
Woodlands East,Fajar,41
Kampong Ubi,Margaret Drive,29
Little India,Lim Chu Kang,5
Ang Mo Kio Town Centre,Senoko West,10
Choa Chu Kang North,Khatib,25
Holland Road,Raffles Place,28
Tiong Bahru Station,Kebun Bahru,6
Leonie Hill,Jurong West Central,7
Redhill,Trafalgar,7
Senja,Central Water Catchment,15
Gul Circle,Tanglin Halt,1
Anak Bukit,Kallang Bahru,32
Trafalgar,Tuas North,14
Kian Teck,Depot Road,5
Phillip,Bedok Reservoir,3
Clementi Woods,Lorong Ah Soo,8
Cairnhill,Seletar Hills,15
